feature1,feature2,feature3,target
-0.7897426359860844,-1.5645091835864264,-0.8238034604981443,0
0.4721439483085506,0.7606359948298322,-1.3015530730971612,1
-0.3400758313474697,1.0667223869707398,-0.1797000895522188,0
-0.2555059012979389,1.6051362551745998,-0.06710406675915571,0
1.593095951842073,-0.2633559472330086,0.477597842781773,1
-0.22064420652458636,0.3036854206942187,0.48816075376913204,0
1.2733330037913195,-0.6740870703747575,1.007578592687811,0
-2.2028402225856527,-1.7942151409851934,0.9007154848686808,1
0.7807480041975143,1.0063836153286043,-0.3158725548093969,0
1.7978917991832188,-0.146429546960374,-2.1597420465987383,1
0.46460569059028034,-0.3712257864402993,0.007553288454511955,1
-1.3763427974236684,0.706600947591104,0.01473334545116094,1
-0.8952618484714867,0.016580401682452405,-1.1014688098805339,0
-0.7620052897725809,0.05169086454419325,1.124218849630312,0
0.3495605478842436,0.6944264999952335,-0.17961002375899257,1
1.8912372813208795,1.5779356165500522,-0.24639577978374402,1
1.3129810235286115,-1.8059711845707593,0.1798804495454602,1
1.7063854385729553,0.4275733429775487,0.4489024912934672,1
-1.9341149845679986,0.2503916504949961,-2.0938539448831794,1
0.1220821053626611,-2.764074154720156,0.5109736797363748,0
0.865708391611018,-0.284021504385303,-0.15139157709222004,0
-0.5993514038888953,0.38272598989704903,0.7210715713397279,0
-0.38196507338680524,0.6219184090588151,0.8950856651457331,1
-0.010830677841205451,0.157113339553887,0.41785795494251465,1
-0.20982762894726786,-0.3011812831977016,0.9273829947429436,1
-0.5269253142575185,1.0926611867747833,-0.6542674180882119,0
-0.2440814967797789,-3.669897230247481,-0.3134166995017414,1
-0.2655395386090446,0.29278615375019373,0.05970571708123702,0
0.8985221522482106,-0.9638967055499099,1.0322570625778498,1
0.21896722009492386,-0.4487907201544339,0.014985444771616618,0
-0.7943479872147338,-0.4046463144581314,0.9039165354209423,1
-0.5356946143096221,-2.103859098331518,0.46514252262136907,1
1.0294792075848072,0.5816462675191965,-0.03602252027908652,1
0.3676063943068175,-0.24890263691771006,-0.025934225582483254,0
-2.1689178154783813,0.876644415853399,-1.2317402280023688,0
